memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
retold,2,2,"After he dropped his stuff off at my apartment, I let him plan some activities that he wanted to do.",0.25,0.5,0.75
retold,2,3,First we got lunch at a place just down the street.,0.375,0.75,1.0
retold,2,7,We went there on his actual birthday for a couple hours and saw a cool show.,0.25,0.375,0.625
retold,2,8,The night of his birthday we had reservations at a nice restaurant.,0.125,0.5,0.5
retold,2,9,We had a great meal.,0.125,0.375,0.5
retold,2,11,We were running to the train and trying not to get wet.,0.25,0.5,0.75
retold,2,12,When we got back to my apartment we had his birthday dessert.,0.25,0.375,0.625
retold,2,13,He left at the end of the weekend to go back home.,0.25,0.625,0.75
retold,2,15,I'm glad I got to celebrate with him.,0.0,0.125,0.125
imagined,3,8,I was forced to sit on the bench and ice my knee while the final minutes ticked away.,0.375,0.5,0.75
recalled,1,2,On me time I had my 2 brothers and one of my cousins playing.,0.25,0.625,0.75
recalled,1,3,We were all having fun and enjoying ourselves.,0.25,0.375,0.625
recalled,1,7,I caught it and took a couple dribbles.,0.125,0.75,0.875
retold,2,2,I had to have addition repairs done to my knee.,0.5,0.625,0.875
retold,2,4,I was told by the doctor I would be walking again a few days after the procedure.,0.375,0.5,0.875
retold,2,7,Right now now I am going on about 2 months.,0.25,0.375,0.625
retold,2,12,But the brace is pretty uncomfortable and itchy so I take a break every chance I get.,0.25,0.375,0.625
retold,2,14,But I guess that's just the process of going through recovery.,0.25,0.375,0.5
retold,2,15,"I am in physical therapy two time a week, and it does help.",0.25,0.625,0.75
retold,2,16,So hopefully after therapy is completed I will be better off.,0.125,0.25,0.375
imagined,2,10,I thought she was just going to give a vote of thanks when she picked up the mic.,0.375,0.5,0.75
recalled,3,1,"We had gone to different colleges and different graduate programs so we rarely saw each other in person, maybe once or twice a year.",0.125,0.25,0.25
recalled,3,5,The party was a pretty big deal.,0.25,0.375,0.375
recalled,3,7,Her relatives had flown in from Cameroon just for this party.,0.5,0.625,0.875
recalled,3,10,"After we had eaten, my friend and her family made speeches to the room.",0.25,0.75,0.875
recalled,3,11,"My friend, as the guest of honor, had the spotlight speech.",0.125,0.5,0.625
recalled,3,17,It really reinforced the bond we've had for over ten years.,0.125,0.25,0.25
retold,1,2,"Fortunately, my friend was having a party as well.",0.375,0.5,0.75
retold,1,4,It was an interesting reminder of how I didn't like one of those girls.,0.125,0.25,0.375
retold,1,8,"As the night progressed, we ate and danced and talked.",0.125,0.25,0.25
retold,1,16,I'm sure the moment got caught by the videographer.,0.125,0.375,0.5
retold,1,18,It was a nice reminder of how much our friendship has meant over the years.,0.125,0.25,0.25
imagined,2,1,"In fact, it pretty much was the most normal of a day that it could had been.",0.0,0.25,0.25
imagined,2,3,I decided that I deserved a treat and so I went to my local grocery store.,0.25,0.75,0.75
imagined,2,4,"Since I was there, I got a couple more necessities so I wouldn't have to go later on in the week.",0.125,0.5,0.625
imagined,2,8,It wasn't actually my mom (obviously) but she looked similar enough where I had to go talk to her.,0.25,0.375,0.625
imagined,2,13,"I apologized profusely for my mistake, but she wasn't upset at all.",0.25,0.5,0.75
recalled,1,0,I was grocery shopping a few weeks ago.,0.25,0.5,0.75
recalled,1,1,I had purchased my items and was leaving the store.,0.125,0.625,0.625
recalled,1,2,I noticed an older woman with a cart of groceries.,0.375,0.625,1.0
recalled,1,7,She lived nearby as well.,0.0,0.25,0.25
recalled,1,8,So i did exactly that.,0.0,0.375,0.375
recalled,1,9,"I dropped my things off at home, and came back to the store to help her carry her bags to her home.",0.0,0.625,0.625
recalled,1,10,She was very appreciative of my help.,0.125,0.5,0.5
recalled,1,12,"Instead we talked for a few minutes, exchanged names and phone numbers and laughed about the oddities of life.",0.25,0.5,0.75
recalled,1,13,We had a good time together.,0.0,0.125,0.125
recalled,1,14,I learned that she lived alone the home so grocery shopping or shopping of any kind is a challenge.,0.25,0.375,0.625
recalled,1,16,I felt good about helping her.,0.0,0.5,0.5
recalled,1,17,I think it's important to help others when we are able and i was able to help her.,0.0,0.125,0.125
recalled,1,18,I wanted to help her.,0.0,0.25,0.25
recalled,1,20,She knows she can count on me to help if she needs it.,0.0,0.25,0.25
recalled,1,21,I visit with her once a week.,0.375,0.625,0.875
recalled,1,22,"We have coffee at her home, out on her patio, or in a coffee shop and just talk.",0.125,0.5,0.5
recalled,1,24,She started a garden this summer and I help her with that as well.,0.25,0.5,0.625
retold,3,0,I had gone grocery shopping to pick up a few things.,0.25,0.625,0.75
retold,3,1,I had gathered the things i needed and a few extras and headed to the cash to purchase.,0.125,0.5,0.625
retold,3,2,I had purchased my items and was leaving the store.,0.0,0.625,0.625
retold,3,3,I noticed an older woman with a cart of groceries.,0.375,0.5,0.875
retold,3,5,I live across the street from the grocery store so I told myself i should offer some assistance to her.,0.375,0.625,0.875
retold,3,6,I approached her and offered my help.,0.5,0.625,1.0
retold,3,7,I told her i would drop my things off at home and come back to help her carry some things.,0.0,0.5,0.5
retold,3,8,She lived nearby as well.,0.0,0.125,0.125
retold,3,9,So i did exactly that.,0.0,0.5,0.5
retold,3,10,"I dropped my things off at home, and came back to the store to help her carry her bags to her home.",0.0,0.625,0.625
retold,3,11,She was very appreciative of my help.,0.125,0.5,0.625
retold,3,14,I felt good about helping her.,0.0,0.375,0.375
retold,3,18,She knows she can count on me to help if she needs it.,0.125,0.25,0.25
imagined,3,2,"The hotels, tours, and restaurant recommendations were all amazing from Rome, to Il Borro, Florence, and Sorrento.",0.125,0.5,0.5
imagined,3,7,I’ve flown over 1 Million miles in my life and traveled extensively.,0.25,0.375,0.375
imagined,3,15,"From the onset of booking our honeymoon, JSG was prompt to provide hotel recommendations that were matched with our desires for our trip to Greece.",0.25,0.375,0.625
imagined,3,16,We stayed at the Blue Palace - Marriott Luxury Collection in Crete & The Chromata in Santorini.,0.25,0.5,0.625
imagined,3,21,All details are thought of from the inception of the booking process & throughout the stay.,0.125,0.25,0.375
recalled,2,3,We packed up our clothing.,0.0,0.5,0.5
recalled,2,4,We packed up our kids.,0.125,0.75,0.75
recalled,2,5,We head to the local grocery store.,0.25,0.625,0.875
recalled,2,6,Off we go to Las Vegas Nevada.,0.25,0.375,0.5
recalled,2,7,"Right away walking in the door, I stick a dollar in the slot.",0.0,0.625,0.625
recalled,2,8,I win a few bucks.,0.25,0.5,0.75
recalled,2,11,We end up staying an extra day.,0.375,0.625,0.625
retold,1,5,The next day we got there and we checked in to our room at a really nice hotel.,0.125,0.5,0.625
retold,1,6,We placed our bags down and went off to the strip to go explore.,0.25,0.375,0.625
retold,1,9,We had spent it all on gambling all day.,0.375,0.75,0.75
retold,1,10,We just went back to the room and decided to go to sleep.,0.25,0.375,0.625
retold,1,13,After breakfast we had five dollars to spare so we decided to just put it in a slot machine.,0.125,0.5,0.625
retold,1,17,We stayed an extra night and got some gourmet food for breakfast lunch and dinner!,0.375,0.5,0.75
imagined,3,5,"I wasn't afforded much time to prepare for the test, not even a day.",0.25,0.375,0.375
imagined,3,7,I was worried that I wasn't going to make it on time to the test.,0.0,0.25,0.25
imagined,3,9,When I sat down I got right to work.,0.375,0.625,0.875
imagined,3,12,When the exam was finally done I was relieved.,0.375,0.5,0.625
imagined,3,15,My boss and my co-workers congratulated me for passing.,0.25,0.625,0.75
recalled,1,1,I was hired in November and you had six months to complete the course so my deadline was less than a month away.,0.375,0.5,0.75
recalled,1,4,"Anyways, I had to do this course in work flow and a lot of was very technical.",0.125,0.375,0.5
recalled,1,5,I was getting frustrated.,0.125,0.25,0.375
recalled,1,9,With 10 days to go and my boss going on vacation I had to ask to come in on a Saturday to do the course.,0.375,0.5,0.875
recalled,1,10,First thing was that daunting course.,0.375,0.5,0.625
recalled,1,11,I passed it right away with a little bit of my bosses help.,0.375,0.5,0.75
recalled,1,15,I can get nationally certified if Id like but I am firmly established with my new company.,0.25,0.375,0.5
retold,2,1,There was one quiz where it was not really relevant to my job and i could not figure it out.,0.375,0.625,0.75
retold,2,12,I can just relax.,0.125,0.25,0.375
imagined,1,4,"I was nervous for sure, but it sounded like the chance of a lifetime.",0.125,0.375,0.5
imagined,1,5,I needed to break from reality badly.,0.125,0.25,0.375
imagined,1,6,I had been working 7 days a week for months and felt like my brain was about to explode.,0.0,0.375,0.375
imagined,1,7,After a few days of riding around the lonely outskirts of Alaska I really started to feel better.,0.375,0.625,0.75
imagined,1,8,I stopped thinking about work.,0.0,0.625,0.625
imagined,1,9,My mind totally cleared and for the first time in forever I really felt at peace.,0.125,0.25,0.25
imagined,1,10,The scenery in Alaska is amazing.,0.125,0.375,0.375
imagined,1,11,It is hard to explain.,0.0,0.125,0.125
imagined,1,12,"It is so plain and vacant, but is is beautiful.",0.0,0.125,0.125
imagined,1,13,"It looks untouched, like no one has been around to destroy it like the rest of the world.",0.125,0.25,0.375
imagined,1,14,My favorite moment of the entire trip was when we took a short break to let the dogs rest.,0.375,0.5,0.875
imagined,1,17,They are bigger than a car.,0.0,0.25,0.25
recalled,3,1,I harnessed up 11 out of the 12 dogs i had to the sled and hit the trail.,0.25,0.75,1.0
recalled,3,2,The trail was extremely fast considering the sun was melting the hard packed snow and freezing it over night.,0.25,0.375,0.5
recalled,3,4,I had my go-pro rolling since the day was so beautiful and i wanted to capture the openness of crossing the river on such a bright day.,0.125,0.5,0.625
recalled,3,8,"I watched in amazement as i always did when i saw moose, now was my chance to be quiet and watch because they hadn't seen me yet.",0.125,0.25,0.375
recalled,3,15,I have never seen anything so great and beautiful from nature and probably never will.,0.125,0.25,0.375
recalled,3,16,Soon as the lynx and moose were out of my site i commanded the dogs to hit the trail and continue the run.,0.0,0.75,0.75
recalled,3,17,I am very thankful for this day in Alaska as a dog musher.,0.0,0.125,0.125
retold,2,0,It was a sunny Alaskan day in the brooks range.,0.125,0.5,0.625
retold,2,1,I saddled up 12 dogs and headed out on a training run.,0.25,0.75,1.0
retold,2,2,My training runs with the dogs were between 5-10 miles because that’s what I typically took the guests on.,0.0,0.25,0.25
retold,2,3,The sun was so bright the snow was a perfect texture for the dogs to get some speed.,0.0,0.375,0.375
retold,2,4,We took off fast and ran Ahead of pace majority of the run.,0.0,0.5,0.5
retold,2,5,I decided to take A break at one of my favorite spots where the trail meets the river.,0.25,0.5,0.75
retold,2,8,I sat very calm and still so the dogs didn’t get alarmed.,0.125,0.375,0.5
retold,2,14,Before the dogs noticed I gave the call and we took off.,0.0,0.625,0.625
imagined,2,1,She sent out an invitation via email.,0.25,0.375,0.625
imagined,2,14,My other friend James said he was going home to watch Zootopia.,0.125,0.25,0.375
recalled,3,1,A month ago I went to my friend's birthday party.,0.625,1.0,1.0
recalled,3,3,The restaurant was far away so I ended up carpooling with friends that also were going to the party.,0.375,0.5,0.875
recalled,3,6,I already had bought a gift from Amazon so I did not buy anything at Target.,0.125,0.25,0.375
recalled,3,11,"Nevertheless, the restaurant was so good and I had good conversation.",0.125,0.375,0.375
recalled,3,13,I got my friend a pusheen plushy and she seemed to really like the gift.,0.25,0.375,0.5
retold,1,0,This story was about me spending time with two separate friends.,0.25,0.5,0.625
retold,1,1,"The first friend I spent time with at her birthday dinner at a korean BBQ place, the second friend I spent time with at her house to watch a movie.",0.5,0.625,0.875
retold,1,9,I had a really good time during the dinner.,0.25,0.5,0.5
retold,1,17,It's pretty funny too how I forgot I even did this task and I could not remember what I had even written about.,0.125,0.25,0.375
imagined,1,1,I am always nervous when I get reviewed at work.,0.25,0.5,0.5
imagined,1,3,I knew everyone was getting their projects reviewed.,0.125,0.375,0.375
imagined,1,5,That meant that the winner would be in charge of a team leading the project.,0.125,0.25,0.25
imagined,1,7,I have been working  here for 6 months and wanted a chance to show my leadership ability as well as my creativity.,0.0,0.375,0.375
imagined,1,8,The boss brought everyone in the conference room to announce the results.,0.25,0.75,0.75
imagined,1,14,I can't wait to share the news with my family!,0.125,0.25,0.25
recalled,2,2,i has been worked six months for the project.,0.0,0.25,0.25
recalled,2,3,i were in an deadline to submit my project.,0.0,0.25,0.25
recalled,2,5,i were submitting my project the approval team.,0.0,0.375,0.375
recalled,2,6,were analysis my project and shown the result as accept are reject my project were select which the design.,0.0,0.375,0.375
recalled,2,8,i am little nervous when submitting my project to the organization team.,0.0,0.375,0.375
recalled,2,10,i were very happy to address my project result to my group member and the company staffs.,0.0,0.5,0.5
recalled,2,15,that were the reason also about my self confidence.,0.0,0.125,0.125
retold,3,5,"hen you start and finish my presentation in a breeze,I am imagine myself being the most confident speaker during your presentations and meetings.",0.0,0.125,0.125
retold,3,7,the way I can beat this is firstly by believing .then reassure myself because i am going to be completely else or to present their own representations.,0.125,0.25,0.25
retold,3,12,which I use o train people on how to become more comfortable mastering the skill of communicating effectively.,0.0,0.125,0.125
retold,3,15,Having a clear structure accomplishes two things.,0.0,0.125,0.125
imagined,3,0,I went for my follow-up appointment in October.,0.375,0.875,0.875
imagined,3,4,I have been able to relax and enjoy the holidays with my family knowing that I'm not going to be leaving them any time soon.,0.25,0.5,0.625
imagined,3,6,I am so glad that I went for that exam last spring.,0.25,0.375,0.5
imagined,3,7,I can't imagine how this would have gone had the cancer not been found when it was.,0.25,0.375,0.375
imagined,3,8,I have so many plans for the future now.,0.375,0.5,0.625
imagined,3,9,I feel like I had been taking so many things for granted.,0.25,0.375,0.5
imagined,3,10,I want to follow through on all those things that I just never made time for.,0.125,0.5,0.5
imagined,3,11,It's amazing how a scare like this can change your perspective.,0.125,0.25,0.25
recalled,1,0,In March of 2019 I went to the doctor to get my blood pressure medicine refilled.,0.25,0.5,0.625
recalled,1,1,The doctor also did was blood work.,0.25,0.375,0.625
recalled,1,8,"I had prostate surgery on Aug. 20, 2019 and had my prostate removed.",0.5,0.625,0.75
recalled,1,9,"I have a return appointment on October 8, 2019 to check my PSA levels.",0.25,0.375,0.5
recalled,1,12,Then every 6 months for a couple years.,0.125,0.375,0.375
recalled,1,13,If all is good then the doctor will check my PSA levels once a year there after.,0.125,0.25,0.375
retold,2,3,After surgery the Doctor said everything looks good.,0.25,0.375,0.375
retold,2,4,The doctor said he wants me to get out of bed and walk around as soon as possible.,0.25,0.375,0.5
retold,2,5,He said looks like you will be able to go home in the morning.,0.25,0.5,0.625
retold,2,6,The next morning the doctor came in the room and asked how i was feeling?,0.125,0.375,0.375
retold,2,7,I said i was feeling good.,0.25,0.375,0.625
retold,2,8,He said that i can go home today.,0.375,0.5,0.75
retold,2,10,I was feeling pretty good.,0.125,0.375,0.5
retold,2,11,A little sore and uncomfortable with the catheter.,0.0,0.5,0.5
retold,2,13,A week after surgery i had a return appointment with the doctor.,0.25,0.625,0.75
retold,2,14,He wanted to remove the catheter if possible.,0.0,0.75,0.75
retold,2,16,He removed the catheter.,0.25,0.625,0.625
retold,2,17,Doctor said everything is looking good.,0.125,0.25,0.375
retold,2,18,Next he wanted me to get a PSA test in 6 weeks.,0.0,0.625,0.625
retold,2,19,I took the PSA test and had a return appointment the next week.,0.25,0.375,0.625
retold,2,20,"That would have been on October 8, 2019.",0.125,0.25,0.375
retold,2,21,Had the test done.,0.0,0.25,0.25
retold,2,22,Doctor said PSA looks good.,0.25,0.625,0.75
retold,2,23,I will have another PSA test in January 2020.,0.125,0.5,0.625
retold,2,24,If all is good the doctor said we will check my PSA every 3 months for the first year.,0.125,0.25,0.375
imagined,3,2,The whole family came over to her house.,0.5,0.625,0.875
imagined,3,5,Most of the family that attended brought side dishes.,0.25,0.375,0.625
imagined,3,6,Two cakes were presented after lunch.,0.25,0.5,0.625
imagined,3,12,I hugged everyone.,0.25,0.375,0.625
recalled,1,1,We invited my grandson who turned 5  for bbq and cake.,0.375,0.625,0.75
recalled,1,2,We had other people over as well.,0.125,0.375,0.5
recalled,1,3,I cooked hamburgers and brauts.,0.125,0.5,0.625
recalled,1,8,The food and cake was very good.,0.125,0.5,0.625
recalled,1,14,The kids and grandkids grow up so fast.,0.125,0.25,0.375
retold,2,3,We had so much fun with the kids and having everyone over also.,0.25,0.375,0.5
retold,2,5,Last time he got a helium balloon  for him and I and he accidently released ir.,0.375,0.5,0.75
retold,2,9,We are planning another next year.,0.375,0.625,0.875
retold,2,13,We usually have 3 to 4 bbqs each summer.,0.375,0.5,0.625
retold,2,14,Hope to have a great one again this year.,0.125,0.25,0.25
